SOI,YEAR,POP_TOT,POP_HH,HH_TOT,POP_GRP,POP_SCHL,AGE_0005,AGE_0614,AGE_1519,AGE_2024,AGE_2534,AGE_3544,AGE_4554,AGE_5564,AGE_6574,AGE_75p,RACE_White,RACE_Hisp,RACE_Black,RACE_Asian,RACE_PacIs,RACE_NatAm,RACE_Other,RACE_TwoPlus,INC_0010,INC_1024,INC_2534,INC_3549,INC_5074,INC_7599,INC_100149,INC_150p,EMP_AGR,EMP_OTH,EMP_IND,EMP_RET,EMP_OFC,EMP_EDU,EMP_MED,EMP_FOO,EMP_GOV,EMP_TOT
Reedley,2026,26323,25984,7373,339,4858,2622,3530,1993,1971,3936,3192,2854,2592,1882,1412,3798,21171,102,626,4,46,40,197,343,1313,889,1172,1606,727,828,495,110,336,1341,1054,328,1315,1597,450,220,6750
Reedley,2027,26549,26207,7441,342,4900,2645,3560,2010,1988,3970,3220,2878,2614,1898,1424,3831,21353,103,631,4,46,40,199,347,1325,897,1182,1621,734,836,499,111,336,1346,1055,331,1321,1602,450,220,6770
Reedley,2028,26777,26432,7510,345,4942,2639,3661,1819,1912,3737,3494,2866,2609,2073,1622,3550,21908,106,591,4,41,37,195,324,1217,815,1188,1777,776,883,530,111,336,1349,1059,328,1327,1609,450,220,6790
Reedley,2029,27006,26659,7579,348,4983,2663,3693,1834,1928,3769,3524,2890,2631,2091,1636,3579,22096,107,596,4,42,38,197,326,1229,822,1199,1793,783,892,535,111,336,1355,1061,326,1333,1615,452,222,6810
Reedley,2030,27238,26886,7650,351,5027,2685,3724,1850,1945,3801,3554,2915,2654,2108,1650,3610,22284,108,601,4,42,38,199,330,1240,830,1210,1810,790,900,540,111,336,1356,1061,326,1333,1616,452,222,6813
Reedley,2031,27448,27093,7693,354,5066,2704,3753,1864,1960,3830,3582,2938,2674,2125,1663,3639,22456,108,606,4,42,38,200,332,1247,835,1217,1820,794,905,543,111,336,1356,1061,326,1335,1620,452,222,6820
Reedley,2032,27659,27302,7736,357,5105,2727,3782,1878,1975,3860,3609,2960,2695,2141,1675,3665,22629,109,611,4,43,39,202,334,1254,839,1224,1830,799,910,546,111,336,1358,1063,327,1337,1622,452,222,6830
Reedley,2033,27871,27512,7780,360,5144,2657,3831,1957,1796,3753,3715,2983,2607,2239,1974,3404,23167,104,562,3,38,36,198,307,1147,751,1117,2116,830,939,573,112,336,1360,1064,328,1339,1624,453,223,6840
Reedley,2034,28086,27723,7824,362,5183,2678,3861,1972,1809,3781,3743,3006,2627,2256,1990,3427,23345,105,567,4,39,36,200,308,1153,756,1123,2128,835,944,577,112,336,1367,1066,329,1342,1628,455,225,6860
Reedley,2035,28301,27938,7869,363,5224,2697,3891,1987,1823,3811,3772,3030,2648,2274,2005,3454,23526,106,571,4,39,37,201,309,1160,760,1130,2140,840,950,580,112,336,1368,1072,330,1346,1632,455,226,6876
Reedley,2036,28485,28120,7909,365,5257,2716,3916,2000,1835,3836,3797,3049,2665,2288,2018,3476,23679,107,575,4,39,37,203,310,1166,764,1136,2151,844,955,583,112,336,1369,1073,330,1346,1633,456,226,6880
Reedley,2037,28670,28302,7950,368,5292,2735,3941,2013,1847,3860,3821,3069,2682,2303,2031,3499,23833,107,579,4,39,37,204,312,1172,768,1141,2162,849,960,586,113,335,1369,1073,330,1346,1634,456,226,6880
Reedley,2038,28856,28486,7991,370,5326,2686,3906,2064,1932,3633,3629,3359,2693,2317,2267,3245,24338,100,530,3,35,35,200,277,1079,762,1040,2218,921,1050,644,113,335,1369,1073,331,1346,1634,456,226,6882
Reedley,2039,29044,28671,8032,373,5361,2704,3931,2078,1944,3656,3652,3381,2711,2332,2282,3267,24496,101,533,3,35,35,201,279,1085,766,1045,2229,926,1055,647,113,335,1369,1073,331,1346,1634,456,226,6882
Reedley,2040,29232,28857,8073,375,5395,2721,3957,2091,1957,3680,3676,3403,2728,2347,2297,3287,24655,102,537,3,35,35,203,282,1090,770,1050,2241,930,1060,650,113,335,1369,1073,331,1346,1641,457,227,6893
Reedley,2041,29392,29015,8107,377,5425,2737,3978,2103,1968,3700,3696,3421,2743,2360,2309,3305,24790,102,540,3,36,35,204,282,1095,773,1055,2250,934,1065,653,113,333,1371,1073,333,1348,1641,459,227,6900
Reedley,2042,29552,29173,8140,379,5454,2752,4000,2114,1978,3720,3716,3440,2758,2373,2322,3322,24925,103,543,3,36,36,205,283,1099,777,1059,2259,938,1069,656,113,333,1375,1075,334,1349,1642,460,228,6910
Reedley,2043,29714,29332,8174,381,5484,2811,3915,2123,2029,3637,3626,3553,2789,2306,2543,3124,25343,105,493,3,31,33,200,268,1002,843,962,2133,1042,1180,744,113,333,1375,1075,334,1349,1648,462,229,6920
Reedley,2044,29876,29492,8207,383,5514,2826,3936,2134,2040,3657,3646,3573,2804,2319,2557,3140,25482,106,496,3,31,33,201,269,1006,847,966,2141,1046,1185,747,113,332,1377,1076,335,1353,1650,464,230,6930
Reedley,2045,30039,29653,8241,385,5544,2841,3958,2146,2051,3677,3666,3592,2820,2331,2571,3158,25621,106,499,3,31,33,202,271,1010,850,970,2150,1050,1190,750,113,331,1378,1079,337,1355,1652,464,230,6939
Reedley,2046,30169,29782,8271,387,5568,2853,3975,2155,2060,3693,3682,3608,2832,2342,2582,3171,25732,107,501,3,32,33,203,270,1014,853,974,2158,1054,1195,753,113,331,1380,1081,337,1356,1653,464,230,6945
Reedley,2047,30300,29911,8302,389,5592,2866,3992,2165,2069,3709,3698,3623,2844,2352,2593,3186,25843,107,503,3,32,33,204,272,1018,856,977,2166,1058,1199,756,113,330,1380,1081,338,1356,1653,464,230,6945
Reedley,2048,30431,30041,8332,390,5617,2914,4008,2112,2078,3842,3482,3445,3116,2363,2681,3009,26210,108,456,3,27,30,198,248,943,934,894,1937,1271,1291,814,113,330,1380,1081,338,1356,1653,464,230,6945
Reedley,2049,30563,30171,8363,392,5641,2927,4025,2121,2087,3859,3497,3460,3129,2373,2693,3021,26324,109,458,3,27,30,199,249,947,937,897,1944,1276,1296,817,113,330,1380,1081,338,1356,1653,464,230,6944
Reedley,2050,30695,30302,8394,394,5664,2938,4043,2131,2097,3875,3512,3475,3143,2383,2705,3034,26438,109,460,3,27,31,200,251,950,940,900,1951,1281,1301,820,113,327,1383,1083,339,1359,1657,465,230,6956
Sanger,2019,28665,28515,7811,150,5340,2960,4221,2272,2412,3941,3680,3231,2655,1735,1408,3655,23587,129,762,25,101,25,231,361,1480,930,1340,1060,1300,980,360,495,705,835,710,154,920,739,569,438,5566
Sanger,2020,28770,28621,7840,149,5356,2978,4206,2263,2367,4056,3575,3261,2694,1766,1455,3609,23743,129,760,25,100,25,230,400,1600,1010,1470,970,1190,880,320,469,657,754,662,144,922,718,377,446,5150
Sanger,2021,29035,28885,7937,150,5405,3005,4244,2284,2389,4093,3608,3291,2719,1783,1469,3645,23961,130,767,25,100,25,232,404,1620,1023,1488,982,1205,891,324,503,695,796,660,153,906,709,342,441,5205
Sanger,2022,29292,29141,8036,151,5453,3031,4282,2305,2410,4129,3640,3320,2743,1799,1482,3677,24174,131,774,25,101,25,234,410,1640,1035,1507,994,1220,902,328,495,705,835,710,154,920,739,569,442,5570
Sanger,2023,29557,29404,8135,153,5503,3066,4133,2295,2179,4477,3387,3392,2801,2053,1621,3426,24720,130,761,23,92,24,228,332,1375,868,1512,1171,1434,1053,390,495,705,835,730,154,920,747,585,438,5609
Sanger,2024,29824,29670,8236,154,5552,3095,4170,2316,2199,4517,3417,3423,2827,2071,1635,3458,24943,131,768,23,93,24,230,335,1392,879,1531,1185,1452,1067,395,495,705,835,735,155,920,748,587,438,5618
Sanger,2025,30094,29933,8338,161,5601,3121,4207,2337,2219,4557,3447,3453,2852,2090,1650,3488,25164,132,775,24,94,24,232,338,1410,890,1550,1200,1470,1080,400,495,705,835,735,155,920,750,587,438,5620
Sanger,2026,30345,30183,8413,162,5648,3149,4242,2356,2237,4595,3476,3482,2875,2107,1664,3518,25374,133,781,24,95,24,234,342,1422,898,1564,1211,1483,1089,404,495,705,848,746,161,933,761,589,442,5680
Sanger,2027,30598,30435,8489,164,5695,3175,4278,2376,2256,4633,3505,3511,2899,2125,1677,3548,25586,134,788,24,95,24,236,347,1435,906,1578,1221,1496,1099,407,495,705,856,757,168,945,772,597,445,5740
Sanger,2028,30854,30688,8566,165,5743,3148,4380,2181,2253,4374,3820,3333,2974,2323,1902,3319,26092,133,777,22,87,23,235,325,1316,825,1572,1336,1591,1169,432,495,705,866,768,174,958,784,601,449,5800
Sanger,2029,31111,30944,8643,167,5791,3176,4416,2199,2272,4410,3852,3361,2998,2342,1918,3348,26310,134,783,22,87,23,237,327,1328,833,1586,1348,1606,1179,436,495,705,874,778,180,971,795,609,453,5860
Sanger,2030,31370,31202,8721,168,5839,3201,4453,2218,2291,4447,3884,3389,3023,2362,1934,3376,26529,135,790,22,88,23,239,331,1340,840,1600,1360,1620,1190,440,495,705,887,789,187,984,807,616,459,5927
Sanger,2031,31605,31436,8768,169,5883,3226,4487,2234,2308,4480,3913,3415,3046,2379,1948,3401,26727,136,796,23,89,23,241,331,1347,845,1609,1368,1629,1197,442,495,705,898,798,191,994,816,622,462,5980
Sanger,2032,31841,31671,8816,171,5927,3250,4520,2251,2325,4514,3942,3440,3069,2397,1963,3427,26927,137,801,23,89,24,243,333,1355,849,1618,1375,1638,1203,445,496,705,910,809,197,1006,827,626,465,6040
Sanger,2033,32080,31908,8864,172,5971,3171,4555,2332,2145,4316,4305,3225,3159,2464,2236,3225,27400,127,787,21,80,22,246,308,1276,801,1553,1444,1731,1276,475,497,705,916,820,203,1019,837,633,469,6100
Sanger,2034,32319,32146,8912,173,6016,3193,4589,2350,2161,4348,4337,3249,3183,2483,2253,3248,27605,128,793,21,81,22,248,308,1283,806,1562,1452,1741,1283,477,498,705,930,829,208,1030,847,639,472,6160
Sanger,2035,32561,32387,8961,174,6061,3217,4624,2367,2177,4381,4370,3273,3207,2501,2270,3272,27812,129,799,21,82,22,250,311,1290,810,1570,1460,1750,1290,480,495,705,941,840,215,1042,857,646,476,6218
Sanger,2036,32767,32592,9006,175,6099,3238,4653,2382,2191,4408,4398,3294,3227,2517,2284,3294,27988,130,804,21,82,22,251,312,1297,814,1578,1467,1759,1297,482,495,705,954,849,220,1053,867,648,479,6270
Sanger,2037,32974,32798,9050,176,6138,3258,4682,2397,2205,4436,4425,3315,3248,2533,2299,3313,28165,130,809,22,83,23,253,312,1303,818,1586,1475,1768,1303,485,497,702,962,860,227,1065,878,657,482,6330
Sanger,2038,33183,33006,9096,177,6177,3207,4627,2447,2292,4281,4211,3644,3106,2623,2568,3126,28600,122,794,20,74,21,249,296,1247,713,1455,1584,1890,1386,525,498,702,975,871,233,1077,888,662,485,6390
Sanger,2039,33392,33214,9141,178,6215,3229,4656,2462,2306,4308,4237,3667,3125,2640,2584,3145,28781,123,799,20,74,21,251,299,1253,716,1462,1591,1900,1393,527,498,702,986,881,239,1088,898,670,488,6450
Sanger,2040,33603,33424,9186,179,6255,3249,4686,2478,2321,4335,4264,3690,3145,2656,2600,3165,28962,124,804,20,75,21,253,301,1259,720,1469,1599,1909,1399,530,499,702,996,889,243,1096,907,674,492,6499
Sanger,2041,33782,33602,9223,180,6288,3266,4711,2491,2333,4358,4287,3710,3162,2670,2614,3182,29117,125,808,20,75,21,254,300,1265,723,1475,1606,1917,1405,532,499,700,1005,898,249,1107,917,682,495,6550
Sanger,2042,33962,33781,9260,181,6322,3282,4736,2504,2346,4382,4309,3730,3179,2685,2628,3200,29272,125,813,20,75,21,255,303,1270,725,1481,1612,1924,1411,534,499,700,1019,905,253,1115,924,688,497,6600
Sanger,2043,34143,33961,9297,182,6355,3326,4646,2500,2395,4304,4136,4088,2991,2776,2799,3057,29639,123,791,19,66,19,247,299,1210,595,1329,1697,2064,1518,585,500,700,1029,913,257,1124,934,695,500,6650
Sanger,2044,34324,34141,9334,183,6389,3345,4670,2514,2408,4326,4158,4109,3006,2791,2814,3074,29796,123,796,19,66,19,248,299,1215,598,1335,1703,2072,1524,588,500,697,1039,922,263,1134,942,701,503,6700
Sanger,2045,34507,34323,9371,184,6423,3364,4695,2527,2421,4349,4180,4131,3022,2805,2829,3090,29955,124,800,19,66,19,250,301,1220,600,1340,1710,2080,1530,590,500,694,1053,933,270,1146,953,707,505,6761
Sanger,2046,34653,34468,9404,185,6450,3376,4715,2538,2431,4368,4198,4149,3035,2817,2841,3103,30081,124,803,19,67,20,251,301,1224,602,1345,1716,2088,1536,592,500,694,1064,940,274,1154,961,714,508,6810
Sanger,2047,34799,34614,9438,185,6477,3392,4735,2548,2441,4386,4216,4166,3048,2829,2853,3115,30209,125,807,19,67,20,252,303,1229,604,1350,1722,2095,1541,594,500,692,1078,950,280,1164,969,717,510,6860
Sanger,2048,34947,34760,9471,186,6505,3426,4739,2492,2439,4522,4073,3968,3361,2704,3036,2969,30547,122,787,17,57,18,243,278,1112,536,1201,1688,2413,1618,625,500,692,1089,958,285,1172,977,725,513,6910
Sanger,2049,35094,34907,9505,187,6532,3441,4759,2503,2449,4541,4090,3985,3375,2715,3049,2981,30676,122,791,17,58,18,244,278,1116,538,1206,1694,2421,1624,628,499,692,1100,966,291,1182,986,730,515,6960
Sanger,2050,35243,35055,9539,188,6560,3456,4779,2513,2460,4560,4107,4001,3390,2727,3062,2994,30806,123,794,17,58,18,245,279,1120,540,1210,1700,2430,1630,630,499,686,1112,976,298,1190,993,737,517,7008
San Joaquin,2019,3499,3499,889,0,655,382,594,350,324,510,444,361,274,179,81,90,3374,1,27,0,7,0,0,219,260,100,30,120,100,50,10,63,0,26,10,8,297,7,5,62,478
San Joaquin,2020,3499,3499,889,0,655,388,566,355,315,524,435,372,267,187,90,89,3375,1,27,0,7,0,0,209,270,100,50,110,90,50,10,58,0,23,4,2,284,7,3,58,440
San Joaquin,2021,3517,3517,898,0,659,390,569,356,317,527,437,374,268,188,91,89,3393,1,27,0,7,0,0,213,272,101,50,111,91,50,10,63,0,25,4,3,279,7,3,57,440
San Joaquin,2022,3544,3544,907,0,664,392,573,359,319,531,441,377,270,190,92,90,3419,1,27,0,7,0,0,214,275,102,51,112,92,51,10,63,0,26,4,3,297,7,5,58,463
San Joaquin,2023,3568,3568,916,0,668,410,509,319,332,580,399,395,289,212,123,81,3456,1,24,0,6,0,0,216,266,49,30,148,128,69,10,60,0,26,4,3,290,7,0,56,446
San Joaquin,2024,3591,3591,925,0,673,413,513,321,334,584,401,398,291,213,123,81,3479,1,24,0,6,0,0,219,268,50,30,149,129,70,10,55,0,26,4,3,280,7,0,46,421
San Joaquin,2025,3615,3615,934,0,677,416,516,323,336,588,404,401,293,214,124,83,3501,1,24,0,6,0,0,221,271,50,30,151,131,70,10,54,0,26,4,3,270,7,0,46,410
San Joaquin,2026,3642,3642,942,0,682,418,520,326,339,592,407,404,295,216,125,83,3528,1,24,0,6,0,0,223,273,51,30,152,132,71,10,53,0,26,4,3,270,7,0,46,410
San Joaquin,2027,3669,3669,949,0,687,421,524,328,341,597,410,407,297,218,126,83,3554,1,25,0,6,0,0,224,276,51,31,153,133,71,10,53,0,26,4,3,270,7,0,46,410
San Joaquin,2028,3696,3696,957,0,693,432,553,254,304,596,466,383,320,217,171,72,3595,1,22,0,6,0,0,227,276,39,20,158,148,79,10,53,0,27,4,3,270,7,0,46,410
San Joaquin,2029,3724,3724,965,0,698,435,557,256,306,601,469,385,323,219,173,73,3622,1,22,0,6,0,0,229,278,40,20,159,149,80,10,53,0,27,4,3,271,7,0,45,410
San Joaquin,2030,3752,3752,973,0,703,439,562,258,308,605,473,388,325,220,174,74,3649,1,22,0,6,0,0,232,281,40,20,160,150,80,10,53,0,31,8,5,272,11,2,46,429
San Joaquin,2031,3777,3777,977,0,707,442,565,260,310,609,476,391,327,222,175,74,3674,1,22,0,6,0,0,232,282,40,20,161,151,81,10,57,0,31,8,5,274,11,2,46,436
San Joaquin,2032,3802,3802,982,0,712,444,569,261,313,614,479,394,329,223,176,75,3698,1,22,0,6,0,0,234,283,40,20,162,152,81,10,57,0,32,8,5,275,11,2,46,437
San Joaquin,2033,3828,3828,986,0,717,431,594,281,244,594,528,360,349,241,206,66,3737,1,19,0,5,0,0,246,266,39,20,168,158,79,10,57,0,32,8,5,277,11,2,47,440
San Joaquin,2034,3853,3853,991,0,722,431,598,283,246,598,532,362,352,243,208,66,3762,1,19,0,5,0,0,247,268,40,20,168,159,79,10,57,0,32,8,5,279,11,2,47,443
San Joaquin,2035,3879,3879,995,0,727,434,602,285,247,602,536,365,354,245,209,66,3787,1,20,0,5,0,0,248,269,40,20,169,159,80,10,58,0,32,8,5,281,12,2,47,445
San Joaquin,2036,3901,3901,1000,0,731,435,606,287,249,606,539,367,356,246,210,67,3808,1,20,0,5,0,0,250,270,40,20,170,160,80,10,58,0,33,8,5,282,12,2,48,448
San Joaquin,2037,3923,3923,1004,0,735,439,609,288,250,609,542,369,358,247,212,67,3830,1,20,0,5,0,0,251,271,40,20,171,161,80,10,58,0,33,8,5,284,12,2,48,450
San Joaquin,2038,3946,3946,1009,0,739,411,615,306,272,517,551,426,342,271,235,59,3864,1,17,0,5,0,0,217,267,40,20,178,178,89,20,58,0,33,8,5,285,12,2,48,452
San Joaquin,2039,3968,3968,1013,0,743,413,618,308,273,520,554,429,344,273,236,59,3886,1,17,0,5,0,0,218,268,40,20,179,179,89,20,58,0,33,8,5,287,12,2,48,454
San Joaquin,2040,3991,3991,1017,0,748,416,622,309,275,523,557,431,346,274,238,60,3908,1,17,0,5,0,0,218,269,40,20,180,180,90,20,61,0,34,9,5,289,12,2,49,461
San Joaquin,2041,4010,4010,1021,0,751,417,625,311,276,525,560,433,348,276,239,60,3927,1,17,0,5,0,0,221,270,40,20,180,180,90,20,61,0,34,9,5,291,12,2,49,463
San Joaquin,2042,4029,4029,1024,0,755,420,628,312,277,528,563,435,349,277,240,60,3946,1,17,0,5,0,0,221,271,40,20,181,181,90,20,61,0,34,9,5,292,12,2,49,465
San Joaquin,2043,4049,4049,1028,0,758,408,601,327,296,490,553,487,324,298,265,53,3976,1,15,0,4,0,0,216,257,40,20,178,198,99,20,61,0,34,9,5,294,12,2,50,467
San Joaquin,2044,4068,4068,1032,0,762,409,604,328,297,492,556,489,326,300,267,53,3995,1,15,0,4,0,0,218,258,40,20,179,198,99,20,61,0,34,10,5,295,12,2,50,469
San Joaquin,2045,4088,4088,1035,0,766,411,606,330,299,495,559,492,327,301,268,54,4014,1,15,0,4,0,0,218,259,40,20,179,199,100,20,65,0,35,10,5,296,12,2,50,475
San Joaquin,2046,4103,4103,1038,0,769,411,609,331,300,497,561,494,329,302,269,54,4029,1,15,0,4,0,0,218,260,40,20,180,200,100,20,65,0,35,10,5,297,12,2,50,477
San Joaquin,2047,4119,4119,1042,0,772,413,611,332,301,499,563,496,330,304,270,54,4045,1,15,0,4,0,0,222,260,40,20,180,200,100,20,65,0,35,10,5,299,12,2,50,479
San Joaquin,2048,4135,4135,1045,0,775,420,582,323,315,538,480,507,384,291,295,47,4070,1,13,0,4,0,0,219,249,40,20,179,209,109,20,65,0,35,10,5,300,12,2,51,481
San Joaquin,2049,4151,4151,1048,0,778,421,584,324,316,540,482,509,386,292,297,47,4086,1,13,0,4,0,0,218,250,40,20,180,210,110,20,65,0,36,10,5,302,12,2,51,483
San Joaquin,2050,4166,4166,1052,0,781,423,586,325,317,542,484,511,387,293,298,47,4101,1,13,0,4,0,0,222,250,40,20,180,210,110,20,67,0,36,11,5,302,12,2,51,486
Selma,2019,26958,26768,7353,190,5013,2741,3789,2090,2126,4006,3350,3038,2516,1715,1397,3526,21701,153,968,2,113,69,236,351,1180,1301,1170,1521,800,710,320,448,414,1217,1535,541,599,630,971,188,6542
Selma,2020,26996,26808,7364,188,5016,2750,3754,2066,2119,4035,3351,3021,2514,1782,1416,3457,21820,151,963,2,111,70,234,360,1291,1421,1261,1381,720,640,290,448,414,1217,1432,515,600,630,643,190,6090
Selma,2021,27589,27397,7502,192,5126,2811,3836,2111,2165,4124,3425,3087,2570,1821,1447,3532,22300,155,984,2,113,72,239,367,1315,1447,1284,1407,734,652,296,481,437,1284,1428,546,590,622,582,188,6159
Selma,2022,27838,27644,7642,194,5172,2836,3871,2130,2185,4161,3455,3115,2593,1838,1460,3565,22501,156,993,2,114,72,241,374,1339,1474,1308,1433,748,665,301,448,414,1217,1535,541,599,630,971,188,6542
Selma,2023,28265,28068,7785,197,5252,2887,3894,2048,2032,4246,3436,3169,2700,1998,1658,3253,23269,152,978,2,103,77,234,319,1127,1243,1358,1696,896,790,356,450,410,1250,1660,640,610,670,990,190,6870
Selma,2024,28696,28496,7930,200,5332,2932,3953,2079,2063,4311,3489,3217,2741,2028,1683,3303,23624,154,992,2,104,79,238,324,1148,1266,1384,1727,913,805,363,450,410,1280,1725,685,630,740,1010,200,7130
Selma,2025,29131,28921,8079,210,5411,2976,4012,2110,2094,4375,3541,3265,2782,2058,1708,3353,23976,156,1007,2,106,80,241,329,1170,1290,1410,1760,930,820,370,450,410,1324,1790,736,640,810,1030,210,7400
Selma,2026,29374,29162,8151,212,5456,3001,4046,2128,2111,4411,3570,3292,2805,2076,1722,3380,24176,158,1016,2,107,80,243,334,1180,1301,1422,1776,938,827,373,451,410,1332,1801,738,643,813,1032,210,7430
Selma,2027,29618,29404,8225,214,5501,3025,4079,2145,2129,4448,3600,3320,2828,2093,1737,3408,24377,159,1024,2,108,81,245,336,1191,1313,1435,1791,947,835,377,451,410,1340,1810,740,645,817,1035,211,7460
Selma,2028,29864,29649,8299,215,5547,3007,4195,2078,2039,4097,3938,3239,2854,2247,1955,3093,24980,153,1004,2,95,85,237,323,1110,1228,1414,1935,1002,884,403,451,410,1346,1822,742,646,820,1039,213,7490
Selma,2029,30112,29895,8373,217,5593,3032,4230,2095,2056,4131,3971,3265,2878,2266,1971,3120,25187,154,1012,2,95,86,239,326,1120,1239,1427,1952,1011,892,406,452,410,1351,1830,747,650,822,1043,215,7520
Selma,2030,30362,30143,8448,219,5640,3056,4265,2113,2073,4165,4004,3293,2902,2285,1987,3144,25396,156,1021,2,96,87,241,328,1130,1250,1440,1970,1020,900,410,453,410,1354,1834,749,652,824,1044,215,7535
Selma,2031,30588,30368,8494,221,5682,3080,4296,2129,2089,4196,4034,3317,2923,2302,2002,3168,25586,157,1028,2,97,87,243,331,1136,1257,1448,1980,1025,905,412,453,410,1362,1843,751,653,827,1046,216,7560
Selma,2032,30816,30594,8540,222,5724,3104,4328,2144,2104,4227,4064,3342,2945,2319,2017,3192,25776,158,1036,2,98,88,244,334,1142,1263,1455,1991,1031,910,414,453,410,1366,1852,753,654,829,1048,215,7580
Selma,2033,31046,30822,8587,224,5767,3028,4366,2238,2048,4001,4152,3328,3001,2417,2243,2897,26356,152,1005,1,85,90,236,289,1058,1177,1365,2186,1098,969,445,453,410,1370,1858,755,656,831,1050,216,7600
Selma,2034,31277,31051,8633,226,5810,3050,4398,2255,2063,4031,4183,3353,3023,2435,2260,2918,26552,153,1013,1,85,91,238,287,1064,1184,1373,2198,1104,975,448,453,410,1378,1863,757,658,833,1051,216,7620
Selma,2035,31510,31284,8680,226,5853,3072,4431,2272,2079,4061,4214,3378,3046,2454,2277,2941,26751,154,1020,1,86,92,239,290,1070,1190,1380,2210,1110,980,450,453,410,1384,1874,761,662,837,1056,218,7657
Selma,2036,31709,31481,8723,228,5890,3092,4459,2286,2092,4087,4241,3399,3065,2469,2291,2959,26920,155,1027,1,86,92,241,291,1075,1196,1387,2221,1116,985,452,454,410,1392,1882,762,663,839,1060,218,7680
Selma,2037,31909,31680,8766,229,5927,3111,4487,2301,2105,4113,4268,3420,3084,2485,2306,2979,27089,156,1033,1,87,93,242,292,1081,1202,1394,2232,1121,990,454,455,408,1394,1892,764,664,841,1063,218,7700
Selma,2038,32110,31879,8810,231,5965,3066,4433,2351,2204,3993,3962,3772,3030,2528,2540,2708,27626,150,990,1,74,97,233,297,1000,1099,1287,2425,1188,1039,475,455,408,1400,1898,765,665,843,1065,219,7720
Selma,2039,32312,32080,8853,232,6002,3084,4461,2366,2218,4018,3987,3796,3050,2544,2556,2725,27800,151,997,1,74,97,235,299,1005,1104,1293,2437,1194,1044,477,455,408,1405,1905,766,666,845,1069,220,7740
Selma,2040,32516,32282,8897,233,6040,3103,4489,2381,2232,4044,4012,3820,3069,2560,2572,2742,27975,152,1003,1,75,98,236,298,1010,1110,1300,2449,1200,1050,480,454,408,1410,1912,772,670,851,1070,220,7767
Selma,2041,32688,32453,8933,235,6072,3121,4513,2393,2244,4065,4033,3840,3085,2573,2586,2757,28123,153,1008,1,75,99,237,301,1014,1114,1305,2459,1204,1054,482,454,407,1414,1916,774,672,852,1072,220,7780
Selma,2042,32861,32625,8968,236,6104,3137,4537,2406,2256,4087,4055,3860,3101,2587,2599,2770,28272,154,1014,1,76,99,239,302,1018,1118,1310,2469,1209,1058,484,454,407,1419,1922,775,675,854,1074,220,7800
Selma,2043,33036,32798,9004,237,6137,3179,4447,2404,2306,4137,3851,3957,3100,2646,2771,2565,28721,148,969,1,63,103,228,258,932,1031,1210,2618,1299,1130,526,455,407,1424,1928,777,676,857,1076,221,7820
Selma,2044,33211,32972,9039,238,6169,3197,4470,2417,2318,4159,3872,3978,3116,2660,2785,2579,28874,149,974,1,63,103,229,258,936,1035,1215,2628,1304,1135,528,455,405,1427,1936,780,678,860,1077,221,7840
Selma,2045,33387,33147,9075,240,6202,3213,4494,2430,2331,4181,3892,3999,3133,2674,2800,2593,29027,150,979,1,63,104,230,261,939,1039,1219,2639,1309,1139,530,455,404,1433,1940,783,679,862,1078,223,7857
Selma,2046,33527,33287,9107,241,6228,3227,4513,2440,2340,4199,3909,4016,3146,2685,2812,2604,29149,150,984,1,64,104,231,260,943,1043,1224,2648,1314,1143,532,455,404,1436,1944,784,681,864,1079,223,7870
Selma,2047,33669,33427,9140,242,6254,3240,4532,2451,2350,4217,3925,4033,3159,2696,2824,2614,29272,151,988,1,64,105,232,263,946,1047,1228,2657,1319,1147,533,455,402,1441,1946,785,682,866,1081,223,7880
Selma,2048,33811,33568,9172,243,6281,3280,4537,2392,2349,4362,3813,3748,3488,2647,2952,2435,29662,145,944,0,52,108,222,257,864,953,1122,2561,1648,1201,566,455,402,1446,1952,787,684,869,1084,223,7903
Selma,2049,33953,33709,9205,244,6307,3293,4556,2402,2359,4381,3829,3763,3503,2658,2965,2445,29787,146,948,0,52,108,223,259,867,956,1126,2570,1654,1205,568,454,402,1452,1959,789,685,871,1085,224,7920
Selma,2050,34096,33851,9237,245,6334,3306,4575,2412,2369,4399,3846,3779,3518,2670,2977,2455,29913,146,952,0,52,109,224,258,870,960,1130,2579,1660,1210,570,454,399,1456,1962,789,687,873,1087,225,7932
Unincorporate,2019,112111,108428,32343,3683,20307,8081,11576,7047,7937,14435,10543,11639,15664,12203,9303,34159,59910,3014,9304,65,922,236,818,841,3360,2070,6811,7711,2670,4510,4370,39369,5603,7262,2378,2147,7676,3062,3154,4545,75198
Unincorporate,2020,112162,108515,32369,3647,20230,8294,11434,6940,7577,15057,10572,11278,15255,12562,9546,33386,60771,3022,9294,65,916,238,823,1019,3890,2020,7460,7280,2550,4150,4000,36658,3724,7404,2336,1802,7817,2963,2306,4687,69697
Unincorporate,2021,112336,108683,32642,3653,20261,8306,11452,6951,7589,15080,10588,11295,15279,12582,9561,33438,60865,3027,9308,65,918,238,824,1028,3923,2037,7523,7341,2571,4185,4034,39340,4295,7812,2329,1927,7685,2921,2087,4640,73036
Unincorporate,2022,113348,109663,32917,3686,20444,8381,11555,7014,7657,15216,10684,11397,15417,12695,9647,33739,61413,3054,9392,66,926,241,832,1037,3956,2054,7586,7403,2593,4220,4068,39369,4231,7252,2316,1763,7734,3080,3161,4569,73475
