SOI,YEAR,POP_TOT,POP_HH,HH_TOT,POP_GRP,POP_SCHL,AGE_0005,AGE_0614,AGE_1519,AGE_2024,AGE_2534,AGE_3544,AGE_4554,AGE_5564,AGE_6574,AGE_75p,RACE_White,RACE_Hisp,RACE_Black,RACE_Asian,RACE_PacIs,RACE_NatAm,RACE_Other,RACE_TwoPlus,INC_0010,INC_1024,INC_2534,INC_3549,INC_5074,INC_7599,INC_100149,INC_150p,EMP_AGR,EMP_OTH,EMP_IND,EMP_RET,EMP_OFC,EMP_EDU,EMP_MED,EMP_FOO,EMP_GOV,EMP_TOT
Unincorporate,2023,113948,110242,33194,3705,20552,9311,11642,6613,6884,16266,11722,10049,12865,13684,11206,30054,65363,3054,9699,71,904,246,851,1072,3638,1740,5005,9026,3284,4749,4680,39472,4070,6241,1656,1813,7774,4410,3197,4762,73395
Unincorporate,2024,114552,110827,33474,3725,20661,9358,11704,6648,6921,16352,11785,10102,12934,13757,11266,30213,65710,3071,9751,71,909,247,855,1080,3669,1755,5047,9102,3312,4789,4720,39544,3916,5297,1465,1770,7937,5724,3070,5011,73734
Unincorporate,2025,115162,111285,33756,3877,20743,9399,11752,6675,6949,16420,11833,10144,12987,13814,11312,30339,65981,3083,9791,71,913,248,859,1090,3700,1770,5089,9179,3340,4829,4759,39635,3741,5579,1478,2073,8317,7128,3383,5336,76670
Unincorporate,2026,115458,111570,33866,3887,20796,9423,11782,6692,6967,16462,11864,10170,13020,13849,11341,30416,66150,3091,9816,72,915,249,861,1093,3712,1776,5106,9209,3350,4845,4775,39726,3737,5619,1482,2222,8339,7146,3444,5350,77065
Unincorporate,2027,115755,111858,33976,3897,20849,9446,11813,6710,6985,16504,11894,10196,13054,13885,11371,30496,66321,3099,9841,72,917,249,863,1096,3724,1781,5123,9239,3361,4861,4791,39909,3734,5662,1486,2275,8360,7165,3492,5364,77446
Unincorporate,2028,116056,112148,34087,3907,20903,9797,13217,6096,6604,14279,14822,10308,10545,13343,13137,26628,70454,3126,9827,74,886,257,896,915,3149,1460,4222,10243,3666,5246,5186,40094,3734,5670,1490,2356,8382,7184,3527,5378,77813
Unincorporate,2029,116358,112440,34198,3918,20958,9824,13251,6112,6621,14316,14861,10334,10572,13378,13171,26696,70638,3134,9852,75,888,258,899,917,3160,1465,4236,10276,3678,5263,5203,40185,3734,5744,1493,2449,8404,7202,3580,5392,78182
Unincorporate,2030,116663,112729,34310,3933,21012,9848,13285,6128,6638,14353,14899,10361,10599,13413,13205,26764,70820,3142,9878,75,891,258,901,920,3170,1470,4250,10310,3690,5280,5220,40368,3732,5816,1497,2517,8425,7221,3640,5406,78621
Unincorporate,2031,116939,112996,34324,3943,21061,9874,13317,6142,6653,14387,14934,10385,10624,13444,13236,26829,70987,3149,9901,75,893,259,903,921,3171,1471,4252,10314,3691,5282,5222,40455,3732,5877,1501,2573,8445,7238,3582,5418,78822
Unincorporate,2032,117217,113265,34338,3952,21112,9895,13349,6157,6669,14421,14970,10410,10650,13476,13268,26892,71156,3157,9925,75,895,260,905,922,3173,1471,4253,10318,3693,5284,5224,40546,3732,5922,1504,2632,8466,7255,3634,5431,79123
Unincorporate,2033,117497,113536,34351,3962,21162,9771,14369,6989,6074,13394,15997,11376,9480,11316,14770,22923,75518,3162,9798,80,854,265,936,889,3027,1269,2848,10471,4177,5905,5765,40636,3732,5986,1508,2834,8486,7273,3685,5444,79585
Unincorporate,2034,117779,113808,34365,3971,21213,9796,14403,7005,6089,13426,16035,11403,9503,11343,14805,22977,75700,3169,9822,80,856,266,938,890,3029,1269,2849,10475,4178,5907,5768,40727,3727,6122,1512,2989,8506,7290,3803,5457,80133
Unincorporate,2035,118063,114105,34379,3958,21269,9820,14441,7024,6104,13461,16077,11433,9528,11373,14844,23039,75897,3178,9847,80,858,266,940,889,3030,1270,2850,10480,4180,5910,5770,40821,3727,6141,1515,3001,8527,7308,3839,5470,80349
Unincorporate,2036,118305,114339,34404,3966,21312,9842,14470,7038,6117,13489,16110,11456,9547,11396,14874,23085,76053,3184,9868,80,860,267,942,891,3032,1271,2852,10487,4183,5914,5774,40912,3727,6218,1518,3139,8544,7323,3899,5482,80762
Unincorporate,2037,118549,114575,34429,3975,21356,9860,14500,7053,6130,13517,16143,11480,9567,11420,14905,23134,76210,3191,9888,80,861,267,944,892,3034,1272,2854,10495,4186,5918,5778,41001,3709,6206,1521,3186,8562,7338,3942,5493,80959
Unincorporate,2038,118794,114812,34454,3983,21400,9664,14755,7838,6990,12664,14062,14465,9802,9333,15239,19140,80695,3166,9682,85,811,268,965,749,2826,1538,1708,9417,5253,6781,6182,41092,3709,6324,1525,3231,8580,7353,4024,5505,81342
Unincorporate,2039,119041,115050,34479,3991,21445,9684,14786,7854,7005,12690,14091,14495,9822,9352,15271,19181,80862,3172,9702,85,813,268,967,750,2828,1539,1709,9424,5257,6786,6186,41092,3709,6395,1528,3338,8598,7369,4100,5516,81644
Unincorporate,2040,119289,115290,34504,3999,21489,9705,14817,7870,7019,12717,14120,14525,9843,9371,15303,19220,81031,3179,9723,85,814,269,969,750,2830,1540,1710,9431,5261,6791,6191,41181,3709,6452,1531,3416,8615,7383,4162,5527,81976
Unincorporate,2041,119500,115493,34520,4006,21527,9722,14843,7884,7032,12739,14145,14550,9860,9388,15330,19253,81174,3184,9740,86,816,269,971,750,2832,1541,1711,9435,5263,6794,6194,41181,3695,6716,1534,3684,8630,7396,4264,5537,82636
Unincorporate,2042,119711,115697,34535,4014,21566,9738,14869,7898,7044,12762,14170,14576,9878,9405,15357,19288,81317,3190,9757,86,817,270,972,750,2833,1542,1712,9440,5265,6797,6196,41181,3695,6918,1536,3805,8645,7409,4215,5547,82951
Unincorporate,2043,119923,115903,34550,4021,21604,10066,14566,8185,7800,12985,13244,15545,10813,8448,14251,15881,85267,3129,9519,97,764,268,978,699,2748,1918,1419,7024,7084,7673,5985,41270,3695,6972,1539,3861,8661,7422,4177,5556,83154
Unincorporate,2044,120137,116109,34566,4028,21642,10083,14592,8200,7814,13008,13268,15573,10832,8463,14276,15908,85419,3134,9536,97,766,269,980,700,2749,1919,1419,7027,7087,7677,5988,41270,3677,6996,1542,3885,8676,7435,4120,5566,83167
Unincorporate,2045,120352,116317,34581,4035,21681,10101,14618,8214,7828,13032,13292,15600,10852,8478,14302,15939,85571,3140,9553,97,767,269,981,701,2750,1920,1420,7030,7090,7680,5990,41266,3662,7132,1545,3921,8692,7449,4074,5576,83317
Unincorporate,2046,120523,116482,34608,4041,21712,10115,14639,8226,7839,13050,13311,15623,10867,8490,14322,15961,85693,3144,9567,97,768,269,983,700,2752,1922,1421,7036,7096,7686,5995,41266,3662,7328,1547,4076,8704,7460,4039,5584,83666
Unincorporate,2047,120695,116649,34635,4047,21743,10130,14660,8238,7850,13069,13330,15645,10883,8502,14342,15982,85816,3149,9581,98,769,270,984,703,2754,1923,1422,7041,7101,7692,5999,41266,3644,7543,1549,4120,8716,7470,4033,5592,83933
Unincorporate,2048,120869,116816,34661,4052,21774,10584,14633,8061,8090,14564,12400,13508,13613,8695,12668,13051,89330,3065,9319,104,712,258,977,560,2516,2017,2596,5073,7609,8009,6281,41266,3644,7729,1551,4158,8729,7481,4006,5600,84164
Unincorporate,2049,121042,116984,34688,4058,21805,10598,14654,8072,8102,14585,12418,13528,13633,8708,12686,13069,89458,3069,9332,105,713,259,979,560,2518,2019,2598,5077,7615,8015,6286,41177,3644,7794,1553,4192,8741,7491,4003,5608,84202
Unincorporate,2050,121217,117153,34715,4064,21837,10615,14675,8084,8114,14606,12436,13547,13652,8720,12704,13089,89587,3073,9346,105,714,259,980,561,2520,2020,2600,5081,7621,8021,6291,41175,3604,7825,1558,4195,8754,7503,3978,5617,84207
