MAZ,TAZ,PLAN_JURIS,AGENCY,SOI,BLOCK_ID,HH_POP,Base_HH,Base_HU,Base_EMP,HH_SF,HH_MF,HH_OTH,HU_SF,HU_MF,HU_OTH,Base_EDU,Base_FOO,Base_GOV,Base_IND,Base_MED,Base_OFC,Base_OTH,Base_RET,Base_AGR,Base_DORM,Base_MEDICAL,Base_PRISON,Base_MILITARY,Base_SCHL,Base_ELEM,Base_HS,Base_COLLEGE,MAZ_PARENT,PLANNED,GEO_AREA
1,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,11,4,4,0.654438064,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0.654438064,0,0,0,0,0,0,0,0,1,0,Rural
2,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,10,3,3,1.755558166,2,0,1,2,0,1,0,0,0,0,0,0,0,0,1.755558166,0,0,0,0,0,0,0,0,2,0,Rural
3,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,7,2,2,2.803442332,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2.803442332,0,0,0,0,0,0,0,0,3,0,Rural
4,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Rural
5,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,11,4,4,1.023349859,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1.023349859,0,0,0,0,0,0,0,0,5,0,Rural
6,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.166857195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166857195,0,0,0,0,0,0,0,0,6,0,Rural
7,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,10.17151424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17151424,0,0,0,0,0,0,0,0,7,0,Rural
8,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,16,5,6,2.773294878,3,0,3,3,0,3,0,0,0,0,0,0,0,0,2.773294878,0,0,0,0,0,0,0,0,8,0,Rural
9,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,1,1,1,0.17036213,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.17036213,0,0,0,0,0,0,0,0,9,0,Rural
10,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,18,6,7,2.087893723,4,0,2,5,0,2,0,0,0,0,0,0,0,0,2.087893723,0,0,0,0,0,0,0,0,10,0,Rural
11,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,25,8,9,3.455486662,6,0,2,7,0,2,0,0,0,0,0,0,0,0,3.455486662,0,0,0,0,0,0,0,0,11,0,Rural
12,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,47,13,16,7.638972002,11,0,3,13,0,3,0,0,0,0,0,0,0,0,7.638972002,0,0,0,0,0,0,0,0,12,0,Rural
13,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,62,18,21,66.7365451,11,0,7,13,0,8,0,0,0,0,0,0,0,0,66.7365451,0,0,0,0,0,0,0,0,13,0,Rural
14,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,7,2,2,3.357077906,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3.357077906,0,0,0,0,0,0,0,0,14,0,Rural
15,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,11,4,4,3.84555993,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3.84555993,0,0,0,0,0,0,0,0,15,0,Rural
16,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,45,13,15,2.748927665,7,0,6,9,0,6,0,0,0,0,0,0,0,0,2.748927665,0,0,0,0,0,0,0,0,16,0,Rural
17,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,40,12,14,21.76680392,7,0,6,8,0,6,0,0,0,0,0,0,16,0,5.766803923,0,0,0,0,0,0,0,0,17,0,Rural
18,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,25,8,9,4.042433123,6,0,2,7,0,2,0,0,0,0,0,0,0,1,3.042433123,0,0,0,0,0,0,0,0,18,0,Rural
19,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,1.094228878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094228878,0,0,0,0,0,0,0,0,19,0,Rural
20,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,1,1,1,0.734988549,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.734988549,0,0,0,0,0,0,0,0,20,0,Rural
21,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,Rural
22,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,7,2,2,1.065384031,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1.065384031,0,0,0,0,0,0,0,0,22,0,Rural
23,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,10,3,3,2.523421072,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2.523421072,0,0,0,0,0,0,0,0,23,0,Rural
24,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,19,7,8,23.94326821,1,0,6,1,0,7,0,0,0,1,0,0,0,0,22.94326821,0,0,0,0,0,0,0,0,24,0,Rural
25,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,5,1,1,1.295719151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.295719151,0,0,0,0,0,0,0,0,25,0,Rural
26,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,28,9,10,4.021004707,7,0,1,9,0,1,0,0,0,0,0,0,0,0,4.021004707,0,0,0,0,0,0,0,0,26,0,Rural
27,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,50,14,17,3.274745783,7,0,8,8,0,9,0,0,0,0,0,0,0,0,3.274745783,0,0,0,0,0,0,0,0,27,0,Rural
28,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,10,3,3,17.32380616,0,0,3,0,0,3,0,0,0,0,0,0,0,0,17.32380616,0,0,0,0,0,0,0,0,28,0,Rural
29,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,7,2,2,0.412236016,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0.412236016,0,0,0,0,0,0,0,0,29,0,Rural
30,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,Rural
31,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,10,3,3,1.495947688,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1.495947688,0,0,0,0,0,0,0,0,31,0,Rural
32,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.970971765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970971765,0,0,0,0,0,0,0,0,32,0,Rural
33,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.213512893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213512893,0,0,0,0,0,0,0,0,33,0,Rural
34,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,1,1,1,1.102683968,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.102683968,0,0,0,0,0,0,0,0,34,0,Rural
35,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,18,6,7,2.474759265,3,0,3,4,0,3,0,0,0,0,0,0,0,0,2.474759265,0,0,0,0,0,0,0,0,35,0,Rural
36,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,25,8,9,3.132724625,4,0,4,5,0,4,0,0,0,0,0,0,0,0,3.132724625,0,0,0,0,0,0,0,0,36,0,Rural
37,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.252274817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252274817,0,0,0,0,0,0,0,0,37,0,Rural
38,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,45,13,15,4.674901341,9,0,4,11,0,4,0,0,0,0,0,0,0,0,4.674901341,0,0,0,0,0,0,0,0,38,0,Rural
39,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,11,4,4,1.937177754,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1.937177754,0,0,0,0,0,0,0,0,39,0,Rural
40,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.329886023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329886023,0,0,0,0,0,0,0,0,40,0,Rural
41,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,1,1,1,1.138590968,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.138590968,0,0,0,0,0,0,0,0,41,0,Rural
42,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,36,11,13,3.500341815,7,0,4,9,0,4,0,0,0,0,0,0,0,0,3.500341815,0,0,0,0,0,0,0,0,42,0,Rural
43,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,7,2,2,3.188660874,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3.188660874,0,0,0,0,0,0,0,0,43,0,Rural
44,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,18,6,7,18.40637414,4,0,2,5,0,2,0,0,0,0,0,0,0,0,18.40637414,0,0,0,0,0,0,0,0,44,0,Rural
45,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.208038346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208038346,0,0,0,0,0,0,0,0,45,0,Rural
46,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,1,1,1,2.57100526,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.57100526,0,0,0,0,0,0,0,0,46,0,Rural
47,2221,Unincorporate,Unincorporate,Unincorporate,6.02E+13,7,2,2,1.463354938,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1.463354938,0,0,0,0,0,0,0,0,47,0,Rural
48,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,2.142262438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142262438,0,0,0,0,0,0,0,0,48,0,Rural
49,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.359139028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359139028,0,0,0,0,0,0,0,0,49,0,Rural
50,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,Rural
51,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,1.096767906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096767906,0,0,0,0,0,0,0,0,51,0,Rural
52,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,1.756129897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.756129897,0,0,0,0,0,0,0,0,52,0,Rural
53,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,Rural
54,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.013695327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013695327,0,0,0,0,0,0,0,0,54,0,Rural
55,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.224414041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224414041,0,0,0,0,0,0,0,0,55,0,Rural
56,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.849605403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849605403,0,0,0,0,0,0,0,0,56,0,Rural
57,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,Rural
58,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,31,9,10,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,Rural
59,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,Rural
60,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,5,1,1,24.93348369,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24.93348369,0,0,0,0,0,0,0,0,60,0,Rural
61,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,1.347070258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.347070258,0,0,0,0,0,0,0,0,61,0,Rural
62,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,41,11,13,0.176196342,3,0,8,4,0,9,0,0,0,0,0,0,0,0,0.176196342,0,0,0,0,0,0,0,0,62,0,Rural
63,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,13.1694389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1694389,0,0,0,0,0,0,0,0,63,0,Rural
64,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,11,4,4,2.126095367,0,0,4,0,0,4,0,0,0,0,0,0,0,0,2.126095367,0,0,0,0,0,0,0,0,64,0,Rural
65,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,5,1,1,1.29574127,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.29574127,0,0,0,0,0,0,0,0,65,0,Rural
66,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,1,1,1,0.579221802,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.579221802,0,0,0,0,0,0,0,0,66,0,Rural
67,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,Rural
68,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,5,1,1,14.0257708,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14.0257708,0,0,0,0,0,0,0,0,68,0,Rural
69,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,8.536122686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.536122686,0,0,0,0,0,0,0,0,69,0,Rural
70,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.44492915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44492915,0,0,0,0,0,0,0,0,70,0,Rural
71,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,14.15864883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.15864883,0,0,0,0,0,0,0,0,71,0,Rural
72,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,Rural
73,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,16,5,5,131.0163454,2,0,2,3,0,2,0,0,0,0,0,0,0,0,131.0163454,0,0,0,0,0,0,0,0,73,0,Rural
74,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,5,1,1,0.238273216,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.238273216,0,0,0,0,0,0,0,0,74,0,Rural
75,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,10,2,2,1.129124171,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1.129124171,0,0,0,0,0,0,0,0,75,0,Rural
76,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,Rural
77,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.348072724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348072724,0,0,0,0,0,0,0,0,77,0,Rural
78,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.658375797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658375797,0,0,0,0,0,0,0,0,78,0,Rural
79,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,10,2,2,74.14728903,2,0,0,2,0,0,0,0,0,73,0,0,0,0,1.147289033,0,0,0,0,0,0,0,0,79,0,Rural
80,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.350956601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350956601,0,0,0,0,0,0,0,0,80,0,Rural
81,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,Rural
82,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,Rural
83,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.125526029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125526029,0,0,0,0,0,0,0,0,83,0,Rural
84,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,Rural
85,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.001308573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001308573,0,0,0,0,0,0,0,0,85,0,Rural
86,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,2.841884299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.841884299,0,0,0,0,0,0,0,0,86,0,Rural
87,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,11,4,4,1.305287067,1,0,3,1,0,3,0,0,0,0,0,0,0,0,1.305287067,0,0,0,0,0,0,0,0,87,0,Rural
88,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,Rural
89,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,Rural
90,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,Rural
91,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,Rural
92,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,Rural
93,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,2.884325792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.884325792,0,0,0,0,0,0,0,0,93,0,Rural
94,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,Rural
95,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,Rural
96,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,5,1,1,1.31034295,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.31034295,0,0,0,0,0,0,0,0,96,0,Rural
97,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,20.57526224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.57526224,0,0,0,0,0,0,0,0,97,0,Rural
98,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,Rural
99,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,Rural
100,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,21,6,7,1.560199942,6,0,0,7,0,0,0,0,0,0,0,0,0,0,1.560199942,0,0,0,0,0,0,0,0,100,0,Rural
101,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,Rural
102,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,126,33,39,0,2,0,33,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,Rural
103,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,1.290308867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.290308867,0,0,0,0,0,0,0,0,103,0,Rural
104,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,Rural
105,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,Rural
106,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,Rural
107,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.488955158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488955158,0,0,0,0,0,0,0,0,107,0,Rural
108,2223,Unincorporate,Unincorporate,Unincorporate,6.02E+13,13,3,3,3.565984967,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3.565984967,0,0,0,0,0,0,0,0,108,0,Rural
109,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,Rural
110,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.817526656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817526656,0,0,0,0,0,0,0,0,110,0,Rural
111,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,Rural
112,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,Rural
113,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,Rural
114,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.407367136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407367136,0,0,0,0,0,0,0,0,114,0,Rural
115,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.125679331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125679331,0,0,0,0,0,0,0,0,115,0,Rural
116,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.134293061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134293061,0,0,0,0,0,0,0,0,116,0,Rural
117,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.992448637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992448637,0,0,0,0,0,0,0,0,117,0,Rural
118,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.481796393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481796393,0,0,0,0,0,0,0,0,118,0,Rural
119,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.34111001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34111001,0,0,0,0,0,0,0,0,119,0,Rural
120,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.793321931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793321931,0,0,0,0,0,0,0,0,120,0,Rural
121,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,Rural
122,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.581333331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581333331,0,0,0,0,0,0,0,0,122,0,Rural
123,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,10,2,2,0.690194038,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0.690194038,0,0,0,0,0,0,0,0,123,0,Rural
124,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,Rural
125,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,Rural
126,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,Rural
127,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,1.070552905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.070552905,0,0,0,0,0,0,0,0,127,0,Rural
128,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,Rural
129,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.024710071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024710071,0,0,0,0,0,0,0,0,129,0,Rural
130,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.400198129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400198129,0,0,0,0,0,0,0,0,130,0,Rural
131,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.336629396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336629396,0,0,0,0,0,0,0,0,131,0,Rural
132,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,Rural
133,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.071290608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071290608,0,0,0,0,0,0,0,0,133,0,Rural
134,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,Rural
135,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,3.691115295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.691115295,0,0,0,0,0,0,0,0,135,0,Rural
136,2222,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0.180546042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180546042,0,0,0,0,0,0,0,0,136,0,Rural
