MAZ,TAZ,PLAN_JURIS,AGENCY,SOI,BLOCK_ID,HH_POP,Base_HH,Base_HU,Base_EMP,HH_SF,HH_MF,HH_OTH,HU_SF,HU_MF,HU_OTH,Base_EDU,Base_FOO,Base_GOV,Base_IND,Base_MED,Base_OFC,Base_OTH,Base_RET,Base_AGR,Base_DORM,Base_MEDICAL,Base_PRISON,Base_MILITARY,Base_SCHL,Base_ELEM,Base_HS,Base_COLLEGE,MAZ_PARENT,PLANNED,GEO_AREA
3339,278,Clovis,Clovis,Clovis,6.02E+13,161,44,47,0,45,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3339,1,Established
3340,278,Clovis,Clovis,Clovis,6.02E+13,213,59,64,0,62,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3340,1,Established
3341,278,Clovis,Clovis,Clovis,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3341,0,Established
3342,278,Clovis,Clovis,Clovis,6.02E+13,48,14,16,0,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342,1,Established
3343,278,Clovis,Clovis,Clovis,6.02E+13,15,14,15,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3343,1,Established
3344,288,Clovis,Clovis,Clovis,6.02E+13,100,29,31,1,30,0,0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3344,1,Established
3345,288,Clovis,Clovis,Clovis,6.02E+13,49,13,14,1,14,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3345,1,Established
3346,288,Clovis,Clovis,Clovis,6.02E+13,67,19,21,14,20,0,0,21,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3346,1,Established
3347,288,Clovis,Clovis,Clovis,6.02E+13,37,10,11,1,11,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3347,1,Established
3348,288,Clovis,Clovis,Clovis,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348,0,Established
3349,288,Clovis,Clovis,Clovis,6.02E+13,54,15,17,6,16,0,0,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3349,1,Established
3350,296,Clovis,Clovis,Clovis,6.02E+13,22,5,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350,0,Established
3351,296,Clovis,Clovis,Clovis,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351,0,Established
3352,297,Clovis,Clovis,Clovis,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352,0,Established
3353,2097,Unincorporate,Unincorporate,Unincorporate,6.02E+13,16,5,5,1.131978476,3,0,1,4,0,1,0,0,0,0,0,0,0,0,1.131978476,0,0,0,0,0,0,0,0,3353,1,Established
3354,2097,Unincorporate,Unincorporate,Unincorporate,6.02E+13,29,10,11,0.173464398,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0.173464398,0,0,0,0,0,0,0,0,3354,1,Established
3355,2097,Unincorporate,Unincorporate,Unincorporate,6.02E+13,29,9,10,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3355,1,Established
3356,2098,Unincorporate,Unincorporate,Unincorporate,6.02E+13,16,5,6,4.133619342,5,0,0,6,0,0,0,0,0,0,0,0,0,0,4.133619342,0,0,0,0,0,0,0,0,3356,1,Developing
3357,732,Fresno,Fresno,Fresno,6.02E+13,41,11,13,33.8478825,12,0,0,13,0,0,0,0,0,24,0,9.847882496,0,0,0,0,0,0,0,0,0,0,0,3357,1,Established
3358,732,Fresno,Fresno,Fresno,6.02E+13,14,4,4,1,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3358,1,Center
3359,732,Fresno,Fresno,Fresno,6.02E+13,0,0,0,174,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,3359,1,Center
3360,736,Fresno,Fresno,Fresno,6.02E+13,106,29,31,2,18,11,0,19,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3360,1,Center
3361,736,Fresno,Fresno,Fresno,6.02E+13,69,19,21,0,20,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3361,1,Center
3362,736,Fresno,Fresno,Fresno,6.02E+13,26,7,7,195,7,0,0,7,0,0,0,0,0,193,0,0,0,0,2,0,0,0,0,0,0,0,0,3362,1,Center
3363,736,Fresno,Fresno,Fresno,6.02E+13,21,6,6,1,6,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3363,1,Center
3364,736,Fresno,Fresno,Fresno,6.02E+13,15,3,3,25.26497189,3,0,0,3,0,0,0,0,0,17.21185431,0,0,8.05311758,0,0,0,0,0,0,0,0,0,0,3364,1,Center
3365,735,Fresno,Fresno,Fresno,6.02E+13,0,0,0,17.16895603,0,0,0,0,0,0,0,0,0,17.16895603,0,0,0,0,0,0,0,0,0,0,0,0,0,3365,1,Established
3366,632,Fresno,Fresno,Fresno,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3366,1,Center
3367,632,Fresno,Fresno,Fresno,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367,1,Center
3368,1396,Fresno,Unincorporate,Fresno,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3368,0,Developing
3369,1396,Fresno,Unincorporate,Fresno,6.02E+13,0,0,0,5.022847888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.022847888,0,0,0,0,0,0,0,0,3369,1,Developing
3370,1319,Fresno,Fresno,Fresno,6.02E+13,25,6,6,6.366809149,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6.366809149,0,0,0,0,0,0,0,0,3370,1,Established
3371,1319,Fresno,Fresno,Fresno,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3371,1,Established
3372,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3372,0,Rural
3373,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3373,0,Rural
3374,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3374,0,Rural
3375,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375,0,Rural
3376,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3376,0,Rural
3377,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3377,0,Rural
3378,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3378,0,Rural
3379,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3379,0,Rural
3380,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3380,0,Rural
3381,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3381,0,Rural
3382,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3382,0,Rural
3383,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383,0,Rural
3384,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3384,0,Rural
3385,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3385,0,Rural
3386,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3386,0,Rural
3387,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3387,0,Rural
3388,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3388,0,Rural
3389,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3389,0,Rural
3390,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3390,0,Rural
3391,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391,0,Rural
3392,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3392,0,Rural
3393,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3393,0,Rural
3394,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,0,Rural
3395,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3395,0,Rural
3396,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3396,0,Rural
3397,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3397,0,Rural
3398,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3398,0,Rural
3399,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3399,0,Rural
3400,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0,Rural
3401,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,0,Rural
3402,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402,0,Rural
3403,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403,0,Rural
3404,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3404,0,Rural
3405,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405,0,Rural
3406,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3406,0,Rural
3407,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3407,0,Rural
3408,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3408,0,Rural
3409,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3409,0,Rural
3410,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3410,0,Rural
3411,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3411,0,Rural
3412,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3412,0,Rural
3413,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3413,0,Rural
3414,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3414,0,Rural
3415,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3415,0,Rural
3416,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3416,0,Rural
3417,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3417,0,Rural
3418,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418,0,Rural
3419,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3419,0,Rural
3420,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3420,0,Rural
3421,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3421,0,Rural
3422,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3422,0,Rural
3423,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3423,0,Rural
3424,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424,0,Rural
3425,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3425,0,Rural
3426,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3426,0,Rural
3427,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427,0,Rural
3428,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3428,0,Rural
3429,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3429,0,Rural
3430,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430,0,Rural
3431,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3431,0,Rural
3432,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,0,Rural
3433,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3433,0,Rural
3434,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3434,0,Rural
3435,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3435,0,Rural
3436,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3436,0,Rural
3437,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3437,0,Rural
3438,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3438,0,Rural
3439,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439,0,Rural
3440,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3440,0,Rural
3441,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3441,0,Rural
3442,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442,0,Rural
3443,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3443,0,Rural
3444,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3444,0,Rural
3445,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445,0,Rural
3446,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446,0,Rural
3447,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3447,0,Rural
3448,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3448,0,Rural
3449,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3449,0,Rural
3450,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450,0,Rural
3451,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3451,0,Rural
3452,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3452,0,Rural
3453,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3453,0,Rural
3454,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3454,0,Rural
3455,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455,0,Rural
3456,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3456,0,Rural
3457,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3457,0,Rural
3458,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3458,0,Rural
3459,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3459,0,Rural
3460,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460,0,Rural
3461,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3461,0,Rural
3462,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3462,0,Rural
3463,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3463,0,Rural
3464,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3464,0,Rural
3465,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3465,0,Rural
3466,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3466,0,Rural
3467,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3467,0,Rural
3468,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3468,0,Rural
3469,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3469,0,Rural
3470,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3470,0,Rural
3471,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3471,0,Rural
3472,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,1,1,1,121.0236137,0,0,1,0,0,1,0,0,0,0,0,0,0,0,121.0236137,0,0,0,0,0,0,0,0,3472,0,Rural
3473,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,7,2,2,36.81717987,0,0,2,0,0,2,0,0,0,0,0,0,0,0,36.81717987,0,0,0,0,0,0,0,0,3473,0,Rural
3474,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3474,0,Rural
3475,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3475,0,Rural
3476,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476,0,Rural
3477,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3477,0,Rural
3478,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478,0,Rural
3479,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479,0,Rural
3480,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,0,Rural
3481,2204,Unincorporate,Unincorporate,Unincorporate,6.02E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481,0,Rural
